trail_id;user_id;venue_id;timestamp;temp;precip;windspeed;preciptype;conditions
215332;10258;56e46150498ec3afc0d567a8;2017-10-07 18:36:00-04:00;23.1;0.0;13.0;;Partially cloudy
215332;10258;549481f3498e855d5f51cb66;2017-10-07 21:52:00-04:00;22.4;0.0;11.3;;Partially cloudy
215332;10258;57fe5fb9498e0dfb586bfe58;2017-10-07 22:28:00-04:00;22.4;0.0;11.3;;Partially cloudy
215332;10258;59822ae4e97dfb6a1519825b;2017-10-08 00:56:00-04:00;22.7;0.0;11.1;;Partially cloudy
215332;10258;59287ec99cadd905284e4052;2017-10-08 03:03:00-04:00;22.7;0.0;6.2;;Overcast
215332;10258;4b40cf3df964a5206bbb25e3;2017-10-08 04:50:00-04:00;22.8;0.0;11.6;;Overcast
508608;25006;4b0c402af964a520c33923e3;2018-06-30 16:19:00-04:00;33.4;0.0;7.4;;Clear
508608;25006;4b6b5abff964a520fb022ce3;2018-06-30 17:54:00-04:00;33.7;0.0;9.2;;Clear
508608;25006;4ea82375722e38f634dafc04;2018-06-30 18:16:00-04:00;33.7;0.0;9.2;;Clear
508608;25006;4a397f7ef964a520839f1fe3;2018-06-30 18:41:00-04:00;33.2;0.0;8.6;;Clear
508608;25006;4b4cc07ef964a5204abd26e3;2018-06-30 18:43:00-04:00;33.2;0.0;8.6;;Clear
601775;29773;4abe7f9ef964a520068e20e3;2017-11-11 15:11:00-05:00;3.1;0.0;9.0;;Partially cloudy
601775;29773;42daf100f964a52035261fe3;2017-11-11 16:34:00-05:00;2.0;0.0;7.5;;Partially cloudy
601775;29773;4c35de72452620a1ba5d270f;2017-11-11 16:43:00-05:00;2.0;0.0;7.5;;Partially cloudy
601775;29773;42893400f964a52054231fe3;2017-11-11 17:46:00-05:00;1.8;0.0;8.3;;Partially cloudy
601775;29773;4bddccbe6198c9b67bb911ff;2017-11-11 18:53:00-05:00;1.8;0.0;7.8;;Partially cloudy
603788;29853;4bd9d7af3f01c9b63c5b53a5;2017-10-06 14:58:00-04:00;27.4;0.0;22.0;;Partially cloudy
603788;29853;57f4fb59498efaaab7345b34;2017-10-06 15:45:00-04:00;26.6;0.0;11.9;;Clear
603788;29853;4bc8e039fb84c9b6e6ef193e;2017-10-06 16:15:00-04:00;26.6;0.0;11.9;;Clear
603788;29853;51436b78e4b0abca5f213e79;2017-10-06 16:20:00-04:00;26.6;0.0;11.9;;Clear
603788;29853;59b94fdb2ebb346f98fabd4a;2017-10-06 21:02:00-04:00;22.3;0.0;2.1;;Partially cloudy
603788;29853;4b19debcf964a5207ce523e3;2017-10-06 22:10:00-04:00;22.3;0.0;3.3;;Partially cloudy
744618;36622;4b6b5abff964a520fb022ce3;2017-10-07 13:29:00-04:00;25.9;0.0;11.2;;Partially cloudy
744618;36622;4abe7f9ef964a520068e20e3;2017-10-07 15:11:00-04:00;25.7;0.0;15.4;;Partially cloudy
744618;36622;515abd65e4b08eda86b30e6e;2017-10-07 15:14:00-04:00;25.7;0.0;15.4;;Partially cloudy
744618;36622;4a663f7cf964a52046c81fe3;2017-10-07 15:28:00-04:00;25.7;0.0;15.4;;Partially cloudy
744618;36622;4ab7a271f964a520477a20e3;2017-10-07 15:36:00-04:00;24.6;0.0;12.0;;Partially cloudy
744618;36622;431f7f00f964a52085271fe3;2017-10-07 15:39:00-04:00;24.6;0.0;12.0;;Partially cloudy
744618;36622;4de7987e1fc7fcfe04ac252b;2017-10-07 16:26:00-04:00;24.6;0.0;12.0;;Partially cloudy
744618;36622;4ae8906ef964a52071b021e3;2017-10-07 18:48:00-04:00;23.1;0.0;13.0;;Partially cloudy
1083395;54145;5ab51b6aa4b51b3dc096ed68;2018-05-05 16:40:00-04:00;21.9;0.0;14.5;;Partially cloudy
1083395;54145;4eb90d85722e09311d356915;2018-05-05 17:29:00-04:00;21.9;0.0;14.5;;Partially cloudy
1083395;54145;4b4a5eb9f964a5209a8526e3;2018-05-05 18:43:00-04:00;21.1;0.0;9.9;;Partially cloudy
1083395;54145;4e3c89c8aeb73139a16d84ee;2018-05-05 20:03:00-04:00;20.4;0.0;5.8;;Partially cloudy
1339052;70984;4dfaacb9d4c01451df566572;2018-10-13 23:03:00-04:00;10.4;0.0;11.2;;Clear
1339052;70984;49f220a3f964a520ee691fe3;2018-10-13 23:13:00-04:00;10.4;0.0;11.2;;Clear
1339052;70984;48c91543f964a520e4511fe3;2018-10-14 00:16:00-04:00;10.2;0.0;11.2;;Clear
1339052;70984;4ba4215ff964a5208f8438e3;2018-10-14 01:19:00-04:00;9.8;0.0;10.7;;Clear
1409208;75375;4eb13d68e5e8c0f5bd2fd983;2018-08-12 14:26:00-04:00;28.2;0.0;12.7;;Partially cloudy
1409208;75375;42893400f964a52054231fe3;2018-08-12 15:23:00-04:00;27.0;0.0;5.7;;Partially cloudy
1409208;75375;579c12cd498e6e815b3acf50;2018-08-12 18:13:00-04:00;27.3;0.0;13.9;;Partially cloudy
1409208;75375;4eb90d85722e09311d356915;2018-08-12 18:50:00-04:00;26.4;0.0;10.0;;Partially cloudy
1409208;75375;5afe1a97c62b49002c806600;2018-08-13 01:50:00-04:00;23.9;0.0;11.4;;Overcast
2362806;145070;50002274e4b0deb8db4eea3b;2017-10-24 17:46:00-04:00;20.3;0.0;20.8;;Overcast
2362806;145070;509fd01de4b070da0a9d3c24;2017-10-24 18:58:00-04:00;20.3;0.0;18.0;;Overcast
2362806;145070;58e298e1528930451a13c08d;2017-10-24 19:29:00-04:00;20.3;0.0;18.0;;Overcast
2362806;145070;4a6fa0abf964a520a4d61fe3;2017-10-24 20:36:00-04:00;19.8;0.18;8.3;rain;Rain, Overcast
3178428;244495;5772e0d5cd10a42d05ed11a5;2017-12-24 21:10:00-05:00;3.8;0.0;17.8;;Overcast
3178428;244495;49e644c6f964a5202f641fe3;2017-12-24 21:21:00-05:00;3.8;0.0;17.8;;Overcast
3178428;244495;4b68f12cf964a5201f942be3;2017-12-24 21:47:00-05:00;3.2;0.0;19.3;;Overcast
3178428;244495;4ad78220f964a520960b21e3;2017-12-24 22:06:00-05:00;3.2;0.0;19.3;;Overcast
3244950;254879;4d99fc29daec224bca036c3e;2018-03-19 11:41:00-04:00;4.9;0.0;15.4;;Clear
3244950;254879;4a24510af964a520107e1fe3;2018-03-19 11:42:00-04:00;4.9;0.0;15.4;;Clear
3244950;254879;5568b82e498e0aec0de3eac5;2018-03-19 11:45:00-04:00;4.9;0.0;15.4;;Clear
3244950;254879;53ab0af5498e13bffddb8d96;2018-03-19 11:48:00-04:00;4.9;0.0;15.4;;Clear
3244950;254879;4ad29877f964a52054e220e3;2018-03-19 11:50:00-04:00;4.9;0.0;15.4;;Clear
3244950;254879;53251a06498e490f58a865dc;2018-03-19 12:38:00-04:00;5.7;0.0;9.5;;Clear
3244950;254879;4abcf921f964a520e68720e3;2018-03-19 12:45:00-04:00;5.7;0.0;9.5;;Clear
3245905;255026;4e5ecc4a52b1425a3776f4db;2018-08-30 19:40:00-04:00;29.1;0.0;8.5;;Clear
3245905;255026;4b40cf3df964a5206bbb25e3;2018-08-30 20:15:00-04:00;29.1;0.0;8.5;;Clear
3245905;255026;4a00def5f964a520b9701fe3;2018-08-30 21:09:00-04:00;28.7;0.0;9.2;;Clear
3245905;255026;4b996536f964a520467835e3;2018-08-30 21:30:00-04:00;28.7;0.0;9.2;;Clear
3245905;255026;4ba29b87f964a520c20838e3;2018-08-30 22:21:00-04:00;28.0;0.0;9.8;;Partially cloudy
3523137;300892;42893400f964a52054231fe3;2018-02-25 17:33:00-05:00;6.0;0.0;2.9;;Overcast
3523137;300892;4e91b8cf550342b5a4b1ad78;2018-02-25 17:35:00-05:00;6.0;0.0;2.9;;Overcast
3523137;300892;42daf100f964a52035261fe3;2018-02-25 19:28:00-05:00;6.3;0.0;1.2;;Overcast
3523137;300892;4ab7a271f964a520477a20e3;2018-02-25 20:13:00-05:00;6.4;0.0;7.2;;Overcast
3523137;300892;56439a7538fa2ce64d09447e;2018-02-25 21:17:00-05:00;6.3;0.0;6.0;;Overcast
3523137;300892;5148a373e4b06af4b8cb2a80;2018-02-25 21:37:00-05:00;6.3;0.0;2.4;;Overcast
3523137;300892;4aea76b3f964a520abbb21e3;2018-02-25 21:45:00-05:00;6.3;0.0;2.4;;Overcast
3523137;300892;4bc72ae7af07a593909c7e2d;2018-02-25 22:26:00-05:00;6.3;0.0;2.4;;Overcast
3570642;308667;42893400f964a52054231fe3;2018-09-14 13:11:00-04:00;23.1;0.0;19.9;;Overcast
3570642;308667;4a44cd95f964a5208fa71fe3;2018-09-14 14:20:00-04:00;23.4;0.0;18.0;;Overcast
3570642;308667;5984eeb39be522744003dee5;2018-09-14 19:25:00-04:00;23.1;0.0;14.3;;Overcast
3570642;308667;4a524983f964a5207fb11fe3;2018-09-14 22:13:00-04:00;22.4;0.0;9.7;;Overcast
3706243;330910;42893400f964a52054231fe3;2018-02-11 15:07:00-05:00;10.6;0.923;12.0;rain;Rain, Overcast
3706243;330910;4bddccbe6198c9b67bb911ff;2018-02-11 15:31:00-05:00;12.7;0.417;11.7;rain;Rain, Overcast
3706243;330910;4c35de72452620a1ba5d270f;2018-02-11 15:50:00-05:00;12.7;0.417;11.7;rain;Rain, Overcast
3706243;330910;4d77976f6af42d43120282f7;2018-02-11 16:10:00-05:00;12.7;0.417;11.7;rain;Rain, Overcast
3706243;330910;4f392567be770642eaf79a85;2018-02-11 16:11:00-05:00;12.7;0.417;11.7;rain;Rain, Overcast
3706243;330910;4b6b5abff964a520fb022ce3;2018-02-11 16:21:00-05:00;12.7;0.417;11.7;rain;Rain, Overcast
3706243;330910;4bfe7ed8e529c9289567bc8c;2018-02-11 17:42:00-05:00;13.9;0.866;3.3;rain;Rain, Overcast
3893872;363536;570f9d9f498e2930e33ef486;2018-05-08 14:06:00-04:00;21.6;0.0;14.8;;Clear
3893872;363536;57ae0be1cd100274743d07df;2018-05-08 14:18:00-04:00;21.6;0.0;14.8;;Clear
3893872;363536;5474aaee498e92bfb294f15c;2018-05-08 18:28:00-04:00;19.3;0.0;10.7;;Clear
3893872;363536;540d97b5498e05abd30fd5ca;2018-05-08 19:48:00-04:00;16.4;0.0;10.7;;Clear
