trail_id,user_id,num_poi,poi_id,timestamp,rating,temp,precip,windspeed,preciptype,conditions
1544395,83775,poi_1,4b5ccea3f964a520044529e3,2018-05-19T21:08:00,5.9,13.8,0.0,14.9,NaN,Partially cloudy
1544395,83775,poi_2,4b19f917f964a520abe623e3,2018-05-19T21:20:00,7.8,13.8,0.0,14.9,NaN,Partially cloudy
1544395,83775,poi_3,4b55670ff964a52071e327e3,2018-05-19T23:55:00,8.5,16.5,0.0,15.0,NaN,Partially cloudy
1544395,83775,poi_4,592ef696b1538e78d4872542,2018-05-20T00:14:00,7.4,16.5,0.0,15.0,NaN,Partially cloudy
2229418,133403,poi_1,4b0587a6f964a5203d9e22e3,2018-05-19T21:06:00,7.1,13.8,0.0,14.9,NaN,Partially cloudy
2229418,133403,poi_2,4b5ef219f964a520569f29e3,2018-05-19T21:51:00,5.8,14.4,0.0,14.9,NaN,Clear
2229418,133403,poi_3,4c35caa6452620a1b23a270f,2018-05-20T00:28:00,6.2,16.5,0.0,15.0,NaN,Partially cloudy
2229418,133403,poi_4,4cb13be0b4b0a35db69250ce,2018-05-20T00:37:00,-1.0,16.4,0.0,13.2,NaN,Clear
2478291,155146,poi_1,4b19f837f964a520a2e623e3,2018-05-19T21:06:00,6.9,13.8,0.0,14.9,NaN,Partially cloudy
2478291,155146,poi_2,4b5e7f11f964a520e49029e3,2018-05-19T21:17:00,7.3,13.8,0.0,14.9,NaN,Partially cloudy
2478291,155146,poi_3,55407c71498e3e2361d7b58c,2018-05-19T21:33:00,8.2,14.4,0.0,14.9,NaN,Clear
2478291,155146,poi_4,4bdfbdfee75c0f479e3ccc03,2018-05-19T21:50:00,-1.0,14.4,0.0,14.9,NaN,Clear
2478291,155146,poi_5,5aacdaaad033606260c27440,2018-05-19T23:04:00,-1.0,15.5,0.0,13.2,NaN,Clear
2478291,155146,poi_6,579b30bb498e9bd835120a38,2018-05-20T02:13:00,5.7,18.3,0.0,14.9,NaN,Clear
692132,33937,poi_1,4b0587a6f964a5203d9e22e3,2018-05-19T21:06:00,7.1,13.8,0.0,14.9,NaN,Partially cloudy
692132,33937,poi_2,4b49ab67f964a520537226e3,2018-05-19T21:29:00,6.2,13.8,0.0,14.9,NaN,Partially cloudy
692132,33937,poi_3,4b28be7cf964a520f29424e3,2018-05-19T21:48:00,-1.0,14.4,0.0,14.9,NaN,Clear
692132,33937,poi_4,4b093eeff964a520e51423e3,2018-05-19T22:09:00,6.7,14.4,0.0,14.9,NaN,Clear
692132,33937,poi_5,5832bde5110d0340e2c4740b,2018-05-19T22:23:00,-1.0,14.4,0.0,14.9,NaN,Clear
692132,33937,poi_6,5062d5afe4b0dcac20219359,2018-05-20T03:09:00,-1.0,19.5,0.0,13.3,NaN,Partially cloudy
2613975,168478,poi_1,4b493c33f964a520fc6a26e3,2018-05-19T21:03:00,5.0,13.8,0.0,14.9,NaN,Partially cloudy
2613975,168478,poi_2,4b762ac8f964a5202f412ee3,2018-05-19T22:29:00,-1.0,14.4,0.0,14.9,NaN,Clear
2613975,168478,poi_3,4b0587a6f964a5203d9e22e3,2018-05-20T03:58:00,7.1,19.8,0.0,18.3,NaN,Clear
2613975,168478,poi_4,4b5bab10f964a520e00e29e3,2018-05-20T04:02:00,5.9,19.8,0.0,18.3,NaN,Clear
3527443,301595,poi_1,4b093eeff964a520e51423e3,2018-05-19T20:42:00,6.7,13.8,0.0,14.9,NaN,Partially cloudy
3527443,301595,poi_2,55979566498eb3131c79111f,2018-05-19T21:08:00,6.8,13.8,0.0,14.9,NaN,Partially cloudy
3527443,301595,poi_3,4b79f7a8f964a520f11c2fe3,2018-05-19T22:14:00,6.8,14.4,0.0,14.9,NaN,Clear
3527443,301595,poi_4,4b19f917f964a520abe623e3,2018-05-20T01:33:00,7.8,18.3,0.0,14.9,NaN,Clear
3527443,301595,poi_5,4e2ad203483bb05f0597273a,2018-05-20T02:06:00,6.3,18.3,0.0,14.9,NaN,Clear
3527443,301595,poi_6,4ceb3733e1eeb60c0b79b2ae,2018-05-20T04:24:00,7.3,19.8,0.0,18.3,NaN,Clear
1593358,86792,poi_1,4f66d6ece4b0eae10c7bafee,2018-05-19T20:41:00,6.2,13.8,0.0,14.9,NaN,Partially cloudy
1593358,86792,poi_2,5ac53adb135b393d9eb00920,2018-05-19T21:05:00,8.4,13.8,0.0,14.9,NaN,Partially cloudy
1593358,86792,poi_3,4d6370814554a09318bfb1aa,2018-05-19T21:18:00,8.7,13.8,0.0,14.9,NaN,Partially cloudy
1593358,86792,poi_4,4b8a3ae1f964a520ea6432e3,2018-05-19T22:48:00,9.5,15.5,0.0,13.2,NaN,Clear
1593358,86792,poi_5,4b55d735f964a52055f227e3,2018-05-25T01:35:00,8.1,25.5,0.0,18.4,NaN,Partially cloudy
948735,47264,poi_1,53ba4e32498e531e3fae6c79,2018-05-19T20:40:00,-1.0,13.8,0.0,14.9,NaN,Partially cloudy
948735,47264,poi_2,4b6a97d2f964a520a6d92be3,2018-05-19T20:52:00,-1.0,13.8,0.0,14.9,NaN,Partially cloudy
948735,47264,poi_3,4bd4d9a44e32d13ada0ec080,2018-05-19T20:55:00,-1.0,13.8,0.0,14.9,NaN,Partially cloudy
948735,47264,poi_4,4b612ca0f964a520fa0b2ae3,2018-05-19T21:20:00,8.3,13.8,0.0,14.9,NaN,Partially cloudy
948735,47264,poi_5,4b554486f964a52053e027e3,2018-05-19T21:30:00,-1.0,13.8,0.0,14.9,NaN,Partially cloudy
948735,47264,poi_6,4b55670ff964a52071e327e3,2018-05-19T23:18:00,8.5,15.5,0.0,13.2,NaN,Clear
948735,47264,poi_7,4b6a97d2f964a520a6d92be3,2018-05-19T23:43:00,-1.0,16.5,0.0,15.0,NaN,Partially cloudy
2434038,151786,poi_1,4b616498f964a52003122ae3,2018-05-19T20:32:00,6.0,13.8,0.0,14.9,NaN,Partially cloudy
2434038,151786,poi_2,4e1039a752b1655efa3b398e,2018-05-19T21:03:00,-1.0,13.8,0.0,14.9,NaN,Partially cloudy
2434038,151786,poi_3,4b5fccb5f964a52032cd29e3,2018-05-20T00:28:00,5.4,16.5,0.0,15.0,NaN,Partially cloudy
2434038,151786,poi_4,4b5bfbfcf964a5201a2029e3,2018-05-20T01:03:00,8.6,16.4,0.0,13.2,NaN,Clear
3280848,260711,poi_1,4b541c27f964a52080b227e3,2018-05-19T20:26:00,-1.0,13.3,0.0,11.4,NaN,Clear
3280848,260711,poi_2,4d8b1ad599c2a1cd16c89dd7,2018-05-20T00:19:00,6.0,16.5,0.0,15.0,NaN,Partially cloudy
3280848,260711,poi_3,4fc2de57e4b0fddecb988cf7,2018-05-20T01:36:00,8.8,18.3,0.0,14.9,NaN,Clear
3280848,260711,poi_4,4bbac8b753649c742f7249fb,2018-05-20T03:43:00,-1.0,19.8,0.0,18.3,NaN,Clear
1531927,83051,poi_1,4b0587a6f964a5203d9e22e3,2018-05-19T20:14:00,7.1,13.3,0.0,11.4,NaN,Clear
1531927,83051,poi_2,4b5873c4f964a520705828e3,2018-05-19T20:27:00,6.9,13.3,0.0,11.4,NaN,Clear
1531927,83051,poi_3,539c15a0498ec5085916168f,2018-05-19T22:17:00,6.0,14.4,0.0,14.9,NaN,Clear
1531927,83051,poi_4,57e52ea0498e5057c134884c,2018-05-19T23:02:00,8.0,15.5,0.0,13.2,NaN,Clear
1531927,83051,poi_5,561e7777498e89e8c11835bb,2018-05-20T01:00:00,-1.0,16.4,0.0,13.2,NaN,Clear
1531927,83051,poi_6,5accad2e2b98442ce10307cc,2018-05-20T02:21:00,-1.0,18.3,0.0,14.9,NaN,Clear
543843,26812,poi_1,50af7e2ce4b07ba2cdffa7f5,2018-05-19T20:10:00,7.4,13.3,0.0,11.4,NaN,Clear
543843,26812,poi_2,4d29adaa8292236ac22125bb,2018-05-20T01:32:00,5.6,18.3,0.0,14.9,NaN,Clear
543843,26812,poi_3,4ca987abb0b8236ac230bee6,2018-05-20T05:38:00,7.1,21.3,0.0,11.3,NaN,Clear
543843,26812,poi_4,4b5707a4f964a520832328e3,2018-05-20T13:52:00,5.5,15.6,0.0,7.4,NaN,Clear
1968138,114272,poi_1,59b3ece3791871507c285c42,2018-05-19T20:08:00,-1.0,13.3,0.0,11.4,NaN,Clear
1968138,114272,poi_2,4b9c7fb6f964a520b06c36e3,2018-05-19T21:21:00,6.6,13.8,0.0,14.9,NaN,Partially cloudy
1968138,114272,poi_3,5ad8825f98fbfc57b5113b3e,2018-05-19T22:24:00,6.2,14.4,0.0,14.9,NaN,Clear
1968138,114272,poi_4,5a2ce33e9ba3e57025a234d6,2018-05-20T01:09:00,-1.0,16.4,0.0,13.2,NaN,Clear
1582794,86086,poi_1,4bfe3739f61dc9b6c41ea0de,2018-05-19T20:03:00,6.8,13.3,0.0,11.4,NaN,Clear
1582794,86086,poi_2,5813fb2938fa7a8fdcfb70f6,2018-05-19T23:20:00,7.7,15.5,0.0,13.2,NaN,Clear
1582794,86086,poi_3,56db8f7dcd10cc14537d5897,2018-05-19T23:43:00,6.7,16.5,0.0,15.0,NaN,Partially cloudy
1582794,86086,poi_4,5904845d9746172d9d2a5e9f,2018-05-20T01:28:00,-1.0,16.4,0.0,13.2,NaN,Clear
2101481,125107,poi_1,4b714d2af964a5202e402de3,2018-05-19T20:01:00,-1.0,13.3,0.0,11.4,NaN,Clear
2101481,125107,poi_2,4b7915c2f964a5201aeb2ee3,2018-05-19T22:11:00,-1.0,14.4,0.0,14.9,NaN,Clear
2101481,125107,poi_3,4b8cd34bf964a5203cde32e3,2018-05-19T22:18:00,-1.0,14.4,0.0,14.9,NaN,Clear
2101481,125107,poi_4,4b718fe6f964a520a34d2de3,2018-05-19T23:06:00,6.6,15.5,0.0,13.2,NaN,Clear
2101481,125107,poi_5,4b7baf2cf964a520cd6a2fe3,2018-05-20T00:52:00,-1.0,16.4,0.0,13.2,NaN,Clear
2454527,153326,poi_1,4bcc3d4468f976b0963a6283,2018-05-19T20:00:00,8.6,13.3,0.0,11.4,NaN,Clear
2454527,153326,poi_2,4b0f84e5f964a520e56223e3,2018-05-19T20:38:00,5.1,13.8,0.0,14.9,NaN,Partially cloudy
2454527,153326,poi_3,56e0b905cd105293ddbe1184,2018-05-19T20:52:00,-1.0,13.8,0.0,14.9,NaN,Partially cloudy
2454527,153326,poi_4,4bcdb774b6c49c74c1c39591,2018-05-20T01:31:00,-1.0,18.3,0.0,14.9,NaN,Clear
2243293,134392,poi_1,542554cf498ef4a58b759191,2018-05-19T19:59:00,6.4,13.3,0.0,11.4,NaN,Clear
2243293,134392,poi_2,4f616e63e4b0b984bdace882,2018-05-19T22:21:00,-1.0,14.4,0.0,14.9,NaN,Clear
2243293,134392,poi_3,5a8417f81de76562b8d73cc9,2018-05-19T23:32:00,-1.0,16.5,0.0,15.0,NaN,Partially cloudy
2243293,134392,poi_4,542554cf498ef4a58b759191,2018-05-20T00:04:00,6.4,16.5,0.0,15.0,NaN,Partially cloudy
3230691,252688,poi_1,4b0587a6f964a5203d9e22e3,2018-05-19T19:49:00,7.1,13.3,0.0,11.4,NaN,Clear
3230691,252688,poi_2,5aaf9d54dee770732cab1393,2018-05-19T20:47:00,8.2,13.8,0.0,14.9,NaN,Partially cloudy
3230691,252688,poi_3,4b6e5240f964a52031b82ce3,2018-05-19T21:49:00,6.8,14.4,0.0,14.9,NaN,Clear
3230691,252688,poi_4,4d6ad39492f6b60c38bd99e0,2018-05-19T22:43:00,7.3,15.5,0.0,13.2,NaN,Clear
3230691,252688,poi_5,4b557772f964a52013e527e3,2018-05-20T00:18:00,6.1,16.5,0.0,15.0,NaN,Partially cloudy
1593497,86796,poi_1,58e079335a58691421e3dea4,2018-05-19T19:47:00,-1.0,13.3,0.0,11.4,NaN,Clear
1593497,86796,poi_2,5a9267a0b8fd9d54e0f9a49e,2018-05-19T19:59:00,-1.0,13.3,0.0,11.4,NaN,Clear
1593497,86796,poi_3,537dddd5498efd6e06f49f83,2018-05-19T20:59:00,-1.0,13.8,0.0,14.9,NaN,Partially cloudy
1593497,86796,poi_4,562a43cf498e06eb73b7309c,2018-05-19T23:12:00,9.0,15.5,0.0,13.2,NaN,Clear
1593497,86796,poi_5,4b6cf370f964a520c85f2ce3,2018-05-20T00:36:00,7.0,16.4,0.0,13.2,NaN,Clear
2693190,177172,poi_1,4b943b2ef964a520187034e3,2018-05-19T19:45:00,-1.0,13.3,0.0,11.4,NaN,Clear
2693190,177172,poi_2,4bcaae810687ef3ba792dccc,2018-05-19T22:13:00,-1.0,14.4,0.0,14.9,NaN,Clear
2693190,177172,poi_3,4b57dca3f964a520374428e3,2018-05-20T01:07:00,6.2,16.4,0.0,13.2,NaN,Clear
2693190,177172,poi_4,4b0587a6f964a5203e9e22e3,2018-05-20T02:56:00,7.9,19.5,0.0,13.3,NaN,Partially cloudy
3901103,365006,poi_1,4b0b90e1f964a5204d3223e3,2018-05-19T19:44:00,5.7,13.3,0.0,11.4,NaN,Clear
3901103,365006,poi_2,4b53ba34f964a5206aa927e3,2018-05-19T19:59:00,-1.0,13.3,0.0,11.4,NaN,Clear
3901103,365006,poi_3,4b5ebd8ff964a520499729e3,2018-05-19T20:58:00,6.7,13.8,0.0,14.9,NaN,Partially cloudy
3901103,365006,poi_4,4b5839ccf964a5209e4e28e3,2018-05-19T23:04:00,5.2,15.5,0.0,13.2,NaN,Clear
3901103,365006,poi_5,4b5ebd8ff964a520499729e3,2018-05-19T23:47:00,6.7,16.5,0.0,15.0,NaN,Partially cloudy
3901103,365006,poi_6,4b19f917f964a520abe623e3,2018-05-20T01:44:00,7.8,18.3,0.0,14.9,NaN,Clear
3901103,365006,poi_7,524a9a5011d25873e74a6cb5,2018-05-21T00:28:00,6.8,22.3,0.0,3.7,NaN,Partially cloudy
3901103,365006,poi_8,4b19f917f964a520abe623e3,2018-05-21T02:59:00,7.8,26.1,0.0,11.0,NaN,Partially cloudy
3901103,365006,poi_9,524a9a5011d25873e74a6cb5,2018-05-24T00:32:00,6.8,22.7,0.0,9.4,NaN,Clear
1954822,113126,poi_1,4b9c4a32f964a520625c36e3,2018-05-19T19:43:00,7.6,13.3,0.0,11.4,NaN,Clear
1954822,113126,poi_2,504424b5e4b0047a429b8ad3,2018-05-19T20:24:00,-1.0,13.3,0.0,11.4,NaN,Clear
1954822,113126,poi_3,4b0587a1f964a5209b9d22e3,2018-05-19T21:27:00,9.2,13.8,0.0,14.9,NaN,Partially cloudy
1954822,113126,poi_4,535b3466498ef2eaabf666c8,2018-05-19T21:55:00,-1.0,14.4,0.0,14.9,NaN,Clear
1954822,113126,poi_5,4f97ca4de4b0367fa2f691ad,2018-05-19T22:36:00,7.2,15.5,0.0,13.2,NaN,Clear
580810,28690,poi_1,4b0587a6f964a5203d9e22e3,2018-05-19T19:42:00,7.1,13.3,0.0,11.4,NaN,Clear
580810,28690,poi_2,4d58f624fe7c224bde7172b5,2018-05-19T19:48:00,-1.0,13.3,0.0,11.4,NaN,Clear
580810,28690,poi_3,4eba1dfb00397fc41862b748,2018-05-19T22:55:00,5.8,15.5,0.0,13.2,NaN,Clear
580810,28690,poi_4,56962f6a498ec0def40b137d,2018-05-19T23:33:00,-1.0,16.5,0.0,15.0,NaN,Partially cloudy
3436208,286733,poi_1,55d32e3c498e4c0838e2b6c5,2018-05-19T19:38:00,6.3,13.3,0.0,11.4,NaN,Clear
3436208,286733,poi_2,4b8610eef964a5201f7f31e3,2018-05-19T21:48:00,5.9,14.4,0.0,14.9,NaN,Clear
3436208,286733,poi_3,4b38b418f964a520914f25e3,2018-05-19T22:13:00,5.6,14.4,0.0,14.9,NaN,Clear
3436208,286733,poi_4,4b19f917f964a520abe623e3,2018-05-19T22:16:00,7.8,14.4,0.0,14.9,NaN,Clear
3436208,286733,poi_5,57ef0055498ea3b117cb9a06,2018-05-19T22:36:00,6.8,15.5,0.0,13.2,NaN,Clear
3436208,286733,poi_6,4b5e8743f964a520c39129e3,2018-05-20T00:12:00,6.7,16.5,0.0,15.0,NaN,Partially cloudy
3436208,286733,poi_7,596ef75ef96b2c296fc8b092,2018-05-20T02:33:00,5.4,19.5,0.0,13.3,NaN,Partially cloudy
3436208,286733,poi_8,4b0587a6f964a5203e9e22e3,2018-05-20T03:05:00,7.9,19.5,0.0,13.3,NaN,Partially cloudy
1918354,110273,poi_1,4b6e4768f964a520e2b52ce3,2018-05-19T19:35:00,-1.0,13.3,0.0,11.4,NaN,Clear
1918354,110273,poi_2,4ceda4db62ef6dcb78e1f359,2018-05-19T20:05:00,-1.0,13.3,0.0,11.4,NaN,Clear
1918354,110273,poi_3,4d58f624fe7c224bde7172b5,2018-05-20T02:52:00,-1.0,19.5,0.0,13.3,NaN,Partially cloudy
1918354,110273,poi_4,4b81fb7af964a5207fc630e3,2018-05-20T03:11:00,-1.0,19.5,0.0,13.3,NaN,Partially cloudy
2254766,135206,poi_1,4b652379f964a520ebe52ae3,2018-05-19T19:32:00,5.5,13.3,0.0,11.4,NaN,Clear
2254766,135206,poi_2,4cdbb05edf986ea889bccb16,2018-05-19T20:14:00,7.2,13.3,0.0,11.4,NaN,Clear
2254766,135206,poi_3,5ab9bd9f2d2fd96f78900532,2018-05-19T23:09:00,-1.0,15.5,0.0,13.2,NaN,Clear
2254766,135206,poi_4,5274212c11d290fe46c5c8a5,2018-05-20T04:36:00,5.7,20.6,0.0,11.2,NaN,Clear
2405808,149502,poi_1,4b7bdfc5f964a5209d712fe3,2018-05-19T19:32:00,5.9,13.3,0.0,11.4,NaN,Clear
2405808,149502,poi_2,4b63a34df964a520e4882ae3,2018-05-19T20:19:00,6.1,13.3,0.0,11.4,NaN,Clear
2405808,149502,poi_3,5789f6e5498e5b179ad2d6b6,2018-05-19T20:44:00,-1.0,13.8,0.0,14.9,NaN,Partially cloudy
2405808,149502,poi_4,4b5e8743f964a520c39129e3,2018-05-19T22:57:00,6.7,15.5,0.0,13.2,NaN,Clear
2405808,149502,poi_5,4b5c1f12f964a520c02429e3,2018-05-19T23:59:00,8.7,16.5,0.0,15.0,NaN,Partially cloudy
2405808,149502,poi_6,4b0587a6f964a5203e9e22e3,2018-05-20T03:43:00,7.9,19.8,0.0,18.3,NaN,Clear
2405808,149502,poi_7,4b7e73c3f964a5209ced2fe3,2018-05-20T03:50:00,-1.0,19.8,0.0,18.3,NaN,Clear
702401,34469,poi_1,55979566498eb3131c79111f,2018-05-19T19:28:00,6.8,14.0,0.0,13.2,NaN,Clear
702401,34469,poi_2,55f2e0e7498e4f5a5725aa9c,2018-05-19T21:48:00,-1.0,14.4,0.0,14.9,NaN,Clear
702401,34469,poi_3,4cdbb05edf986ea889bccb16,2018-05-20T00:29:00,7.2,16.5,0.0,15.0,NaN,Partially cloudy
702401,34469,poi_4,5236f6b411d26b39f73feaad,2018-05-20T04:09:00,5.6,19.8,0.0,18.3,NaN,Clear
3679911,326584,poi_1,4b22504cf964a520704524e3,2018-05-19T19:26:00,5.6,14.0,0.0,13.2,NaN,Clear
3679911,326584,poi_2,4b545885f964a5202eb827e3,2018-05-19T19:47:00,6.6,13.3,0.0,11.4,NaN,Clear
3679911,326584,poi_3,4f8f79fbe4b01d8f6d548774,2018-05-19T19:58:00,8.1,13.3,0.0,11.4,NaN,Clear
3679911,326584,poi_4,4b0587a6f964a5203e9e22e3,2018-05-20T02:46:00,7.9,19.5,0.0,13.3,NaN,Partially cloudy
2148035,127989,poi_1,4b19f917f964a520abe623e3,2018-05-19T19:25:00,7.8,14.0,0.0,13.2,NaN,Clear
2148035,127989,poi_2,4b5dcf17f964a520dd6c29e3,2018-05-19T19:46:00,7.1,13.3,0.0,11.4,NaN,Clear
2148035,127989,poi_3,4b7e431af964a520a7e72fe3,2018-05-19T20:02:00,8.2,13.3,0.0,11.4,NaN,Clear
2148035,127989,poi_4,4b24e5a2f964a520636a24e3,2018-05-19T22:38:00,5.6,15.5,0.0,13.2,NaN,Clear
