trail_id;user_id;venue_id;timestamp;temp;precip;windspeed;preciptype;conditions
1201;83;4eb90d85722e09311d356915;2018-02-27T22:48:00-05:00;8.4;0.0;12.1;nan;Clear
1201;83;4db739d841592dd82ee2b3dd;2018-02-27T23:48:00-05:00;7.4;0.0;10.0;nan;Clear
1780;109;59287ec99cadd905284e4052;2017-10-18T22:14:00-04:00;17.7;0.0;11.6;nan;Clear
1780;109;59822ae4e97dfb6a1519825b;2017-10-18T22:32:00-04:00;17.5;0.0;12.6;nan;Clear
1789;109;4bc24023461576b056237d32;2017-10-28T21:03:00-04:00;17.9;0.0;11.8;nan;Partially cloudy
1789;109;3fd66200f964a520daf11ee3;2017-10-28T21:08:00-04:00;17.9;0.0;11.8;nan;Partially cloudy
1789;109;57218ba5498eb662eaa1e121;2017-10-28T21:56:00-04:00;17.7;0.0;7.0;nan;Partially cloudy
1792;109;57ab90ca498e7d61e13a6985;2017-11-02T16:26:00-04:00;21.9;0.0;7.1;nan;Clear
1798;109;555ba8d9498eae864d326936;2017-11-13T17:52:00-05:00;6.7;0.0;9.3;nan;Clear
1801;109;4b44a049f964a5201cf825e3;2017-11-17T02:59:00-05:00;6.0;0.0;20.9;nan;Partially cloudy
1807;109;49f75667f964a5208b6c1fe3;2017-11-25T21:45:00-05:00;11.8;0.0;12.1;nan;Partially cloudy
1811;109;4a411ea5f964a520cba41fe3;2017-12-02T22:58:00-05:00;6.8;0.0;3.4;nan;Partially cloudy
1820;109;4bc72ae7af07a593909c7e2d;2017-12-18T17:49:00-05:00;8.0;0.0;12.6;nan;Overcast
1826;109;57218ba5498eb662eaa1e121;2017-12-28T20:04:00-05:00;-9.2;0.0;25.2;nan;Clear
4507;240;4eb90d85722e09311d356915;2017-12-23T18:17:00-05:00;9.1;0.3;4.2;rain;Rain, Overcast
4507;240;58f9ec44eb645b5ea0ecdb64;2017-12-23T19:59:00-05:00;8.2;0.592;12.2;rain;Rain, Overcast
8022;432;4c374bf80a71c9b6f2893ec9;2017-10-25T14:44:00-04:00;18.1;0.0;2.1;nan;Partially cloudy
8022;432;3fd66200f964a52005e71ee3;2017-10-25T17:12:00-04:00;17.7;0.0;3.3;nan;Partially cloudy
8024;432;4bc72ae7af07a593909c7e2d;2017-11-01T16:07:00-04:00;13.1;0.0;9.4;nan;Partially cloudy
8024;432;57a240f1cd10ed172db51626;2017-11-01T16:37:00-04:00;13.7;0.0;8.8;nan;Partially cloudy
8026;432;4bc72ae7af07a593909c7e2d;2017-11-04T17:12:00-04:00;12.5;0.0;10.1;nan;Partially cloudy
8034;432;4bab56aff964a5209ea13ae3;2017-11-28T20:29:00-05:00;11.5;0.0;12.5;nan;Clear
8034;432;42893400f964a52054231fe3;2017-11-28T21:00:00-05:00;11.2;0.0;17.2;nan;Clear
8038;432;4bc24023461576b056237d32;2017-12-20T00:01:00-05:00;10.6;0.0;19.5;nan;Clear
8042;432;4bc24023461576b056237d32;2017-12-30T13:20:00-05:00;-6.1;0.3;3.7;snow;Snow, Partially cloudy
8049;432;50708c91e4b0d7b67f10bcaf;2018-05-06T22:39:00-04:00;14.3;0.0;3.8;nan;Overcast
8049;432;4bc24023461576b056237d32;2018-05-06T23:05:00-04:00;14.3;0.0;3.8;nan;Overcast
8536;463;4abe7f9ef964a520068e20e3;2017-10-12T16:19:00-04:00;17.5;0.0;21.0;nan;Partially cloudy
8536;463;4eb90d85722e09311d356915;2017-10-12T18:05:00-04:00;16.8;0.0;12.8;nan;Clear
8536;463;4a6fa0abf964a520a4d61fe3;2017-10-12T18:45:00-04:00;16.7;0.0;12.9;nan;Clear
8536;463;538a25cb498e3f763f518ab2;2017-10-12T19:04:00-04:00;16.7;0.0;12.9;nan;Clear
8536;463;4165d880f964a5207e1d1fe3;2017-10-12T20:21:00-04:00;16.1;0.0;12.0;nan;Clear
9294;512;4aad466df964a5206f5f20e3;2017-10-03T20:36:00-04:00;15.9;0.0;8.4;nan;Partially cloudy
9295;512;4ae8906ef964a52071b021e3;2017-10-04T19:39:00-04:00;22.0;0.0;13.2;nan;Clear
